stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8220DB001806,1806,Skreen Road,,53.362907,-6.302642,,,,
8220DB001807,1807,Old Racecourse,,53.374415,-6.339263,,,,
8220DB001847,1847,Old Racecourse,,53.3729020091384,-6.33392626097368,,,,
8220DB001905,1905,Skreen Road,,53.3633175461639,-6.30307659409082,,,,
8220DB001906,1906,Old Cabra Road,,53.3612007620203,-6.29707553938411,,,,
8220DB001907,1907,Glenbeigh Road,,53.3599049453531,-6.29382178508836,,,,
8220DB001908,1908,Cabra Drive,,53.3586907975484,-6.29125607276843,,,,
8220DB001909,1909,Prussia Street,,53.356960263151,-6.28841072316956,,,,
8220DB001911,1911,Prussia Street,,53.356538,-6.2883,,,,
8220DB001913,1913,Cabra Drive,,53.358806332072,-6.29179232473619,,,,
8220DB001914,1914,Glenbeigh Road,,53.3602157626894,-6.29481602746614,,,,
8220DB001934,1934,Dame Street,,53.3441183606943,-6.26552532473919,,,,
8220DB001935,1935,Lord Edward Street,,53.343934,-6.268326,,,,
8220DB001937,1937,High Street,,53.3430874992184,-6.27315167433484,,,,
8220DB001938,1938,Cornmarket,,53.342978,-6.276761,,,,
8220DB001939,1939,Thomas Street,,53.342998,-6.280665,,,,
8220DB001940,1940,Watling Street,,53.343539,-6.285734,,,,
8220DB001941,1941,James's Street,,53.343345,-6.289181,,,,
8220DB001942,1942,St James Hospital,,53.34215,-6.29468,,,,
8220DB001943,1943,Mount Brown,,53.3413732636991,-6.29834636571316,,,,
8220DB001944,1944,Old Kilmainham,,53.3406753265043,-6.3036154053404,,,,
8220DB001945,1945,Inchicore Library,,53.3405547841693,-6.30968740041896,,,,
8220DB001946,1946,Emmet Road,,53.340119,-6.316357,,,,
8220DB001947,1947,Inchicore Village,,53.339818,-6.317961,,,,
8220DB001948,1948,Tyrconnell Road North,,53.338662,-6.322046,,,,
8220DB001949,1949,Tyrconnell Park,,53.3376414795987,-6.32361808034677,,,,
8220DB001950,1950,Oblate Church,,53.336021,-6.325994,,,,
8220DB001951,1951,Bluebell Road,,53.333135,-6.329125,,,,
8220DB001952,1952,Hollybrook House,,53.33171,-6.330037,,,,
8220DB001953,1953,Grove Court,,53.329994,-6.332086,,,,
8220DB001954,1954,Bluebell,,53.328774,-6.334806,,,,
8220DB001955,1955,Concorde Business Park,,53.327946,-6.337916,,,,
8220DB001956,1956,Kylemore,,53.326365,-6.343847,,,,
8220DB001981,1981,Robinhood Road,,53.326487,-6.344818,,,,
8220DB001982,1982,Kylemore,,53.32723,-6.342027,,,,
8220DB001984,1984,Bluebell,,53.329445,-6.333894,,,,
8220DB001985,1985,Bluebell Road,,53.332924,-6.329449,,,,
8220DB001986,1986,Tyrconnell Road South,,53.335355,-6.327236,,,,
8220DB001987,1987,Oblate Church,,53.33629,-6.325939,,,,
8220DB001988,1988,Tyrconnell Road North,,53.33826,-6.322888,,,,
8220DB001989,1989,Inchicore Village,,53.339706,-6.318987,,,,
8220DB001990,1990,Myra Cottages,,53.340472781795,-6.31469157313953,,,,
8220DB001992,1992,Inchicore Library,,53.3406544981518,-6.30911277701976,,,,
8220DB001993,1993,Old Kilmainham,,53.3408,-6.30466,,,,
8220DB001994,1994,Mount Brown,,53.3414239628449,-6.29938060050009,,,,
8220DB001995,1995,James's Luas,,53.342675,-6.293218,,,,
8220DB001996,1996,James's Street,,53.34356,-6.288482,,,,
8220DB001997,1997,Watling Street,,53.34364,-6.28542,,,,
8220DB001998,1998,Thomas Street,,53.34314,-6.280494,,,,
8220DB001999,1999,Cornmarket,,53.343119,-6.27659,,,,
8220DB002001,2001,High Street,,53.3433104732309,-6.27365330535553,,,,
8220DB002002,2002,Lord Edward Street,,53.343771,-6.269444,,,,
8220DB002003,2003,Lord Edward Street,,53.344041,-6.268262,,,,
8220DB002085,2085,RTE,,53.3151737463869,-6.22018615619695,,,,
8220DB002086,2086,Nutley Avenue,,53.3181567845485,-6.21470338209092,,,,
8220DB002087,2087,Ailesbury Road,,53.3206094716409,-6.212829685015,,,,
8220DB002088,2088,St Vincent's Hospital,,53.3172966893469,-6.21609017469623,,,,
8220DB002089,2089,RTE,,53.315301993767,-6.21974555361791,,,,
8220DB002094,2094,Coombe Hospital,,53.334752,-6.289751,,,,
8220DB002095,2095,Crumlin College,,53.329037,-6.302471,,,,
8220DB002096,2096,Iveagh Grounds,,53.328084,-6.306818,,,,
8220DB002097,2097,Raphoe Road,,53.327433,-6.309726,,,,
8220DB002099,2099,Crumlin Hospital,,53.325562,-6.3166,,,,
8220DB002101,2101,Drimnagh Road,,53.324955,-6.318171,,,,
8220DB002102,2102,Balfe Road,,53.324194846075,-6.32614190218012,,,,
8220DB002103,2103,Walkinstown Shopping Centre,,53.322083,-6.329992,,,,
8220DB002105,2105,Long Mile Road,,53.323653,-6.337497,,,,
8220DB002181,2181,Long Mile Road,,53.323838,-6.339171,,,,
8220DB002182,2182,Walkinstown Parade,,53.323962,-6.335188,,,,
8220DB002183,2183,Walkinstown Shopping Centre,,53.321703980838,-6.33054760884826,,,,
8220DB002184,2184,Walkinstown Road North,,53.322997,-6.329146,,,,
8220DB002185,2185,Balfe Road,,53.324259,-6.32749,,,,
8220DB002186,2186,Raphoe Road,,53.326933,-6.312538,,,,
8220DB002187,2187,Iveagh Grounds,,53.328045,-6.307284,,,,
8220DB002188,2188,Crumlin College,,53.329017,-6.302922,,,,
8220DB002189,2189,Crumlin Shopping Centre,,53.329695,-6.300072,,,,
8220DB002190,2190,Dolphin House,,53.332771,-6.292608,,,,
8220DB002191,2191,Islandbridge Gate,,53.348026,-6.310443,,,,
8220DB002192,2192,Salmon Pool,,53.347246,-6.315671,,,,
8220DB002193,2193,Garda Boat Club,,53.346385,-6.323455,,,,
8220DB002194,2194,Chapelizod Road,,53.346193,-6.328404,,,,
8220DB002195,2195,Saint Mary's Hospital,,53.346744,-6.33759,,,,
8220DB002196,2196,Chapelizod Village,,53.347835,-6.341678,,,,
8220DB002197,2197,Chapelizod West,,53.348166,-6.346742,,,,
8220DB002198,2198,Belgrove Park,,53.3506251417953,-6.35106328860524,,,,
8220DB002199,2199,Glenaulin,,53.3519682958547,-6.35590853399226,,,,
8220DB002200,2200,Kylemore Road North,,53.350283,-6.352954,,,,
8220DB002243,2243,Glenaulin,,53.3519743826815,-6.35569799515708,,,,
8220DB002244,2244,Belgrove Park,,53.3508843467058,-6.35160907436146,,,,
8220DB002245,2245,Chapelizod West,,53.349463,-6.348284,,,,
8220DB002246,2246,Chapelizod Village,,53.34827,-6.34363,,,,
8220DB002247,2247,Saint Mary's Hospital,,53.346753,-6.336283,,,,
8220DB002248,2248,Chapelizod Road,,53.346321,-6.327889,,,,
8220DB002249,2249,Garda Boat Club,,53.34658,-6.32125,,,,
8220DB002250,2250,Salmon Pool,,53.347439,-6.315333,,,,
8220DB002251,2251,Islandbridge Gate,,53.348132,-6.31098,,,,
8220DB002255,2255,North Strand Fire Station,,53.36023,-6.238262,,,,
8220DB002256,2256,Portside Court,,53.358349,-6.23565,,,,
8220DB002257,2257,West Road,,53.356382,-6.23821,,,,
8220DB002258,2258,Saint Mary's Road North,,53.354654,-6.238011,,,,
8220DB002259,2259,Church Road West,,53.353538,-6.23672,,,,
8220DB002260,2260,Church Road South,,53.351779,-6.235035,,,,
8220DB002261,2261,Church Road East,,53.352638,-6.232416,,,,
8220DB002262,2262,Merchants Road,,53.353523,-6.226596,,,,
8220DB002264,2264,Alexandra Road West,,53.351102,-6.220928,,,,
8220DB002265,2265,Terminal 10,,53.352115,-6.215298,,,,
8220DB002270,2270,Dublin Ferry Port Terminal 1,,53.345706,-6.195619,,,,
8220DB002274,2274,Alexandra Road East,,53.350186,-6.203631,,,,
8220DB002278,2278,Bargy Road,,53.354371,-6.229865,,,,
8220DB002279,2279,East Road,,53.352941,-6.231622,,,,
8220DB002280,2280,Church Road South,,53.352312,-6.237056,,,,
8220DB002281,2281,Church Road West,,53.353664,-6.23673,,,,
8220DB002282,2282,Saint Mary's Road North,,53.354841,-6.238529,,,,
8220DB002283,2283,Portside Court,,53.358326,-6.235937,,,,
8220DB002310,2310,Werburgh Street,,53.3424457017989,-6.26979842837403,,,,
8220DB002311,2311,Kevin Street,,53.3382852826629,-6.27049246703832,,,,
8220DB002312,2312,Saint Luke's Avenue,,53.338879,-6.275484,,,,
8220DB002313,2313,Newmarket,,53.338742,-6.278478,,,,
8220DB002314,2314,Weaver Park,,53.33825,-6.28068,,,,
8220DB002315,2315,Cork Street,,53.337536,-6.285239,,,,
8220DB002317,2317,Saint Mary's Road,,53.323419,-6.318877,,,,
8220DB002318,2318,Somerville Avenue,,53.3219800054738,-6.31884304552821,,,,
8220DB002319,2319,Saint Agnes Church,,53.319565,-6.3152,,,,
8220DB002327,2327,Ashleaf,,53.316854,-6.316763,,,,
8220DB002328,2328,Saint Agnes Church,,53.31959,-6.31552,,,,
8220DB002329,2329,Crumlin Village,,53.320901,-6.316934,,,,
8220DB002330,2330,Somerville Avenue,,53.322148,-6.319287,,,,
8220DB002331,2331,Saint Mary's Road,,53.324572,-6.317795,,,,
8220DB002332,2332,Walkinstown Mall,,53.320875,-6.331015,,,,
8220DB002333,2333,Walkinstown Roundabout,,53.317842,-6.332665,,,,
8220DB002378,2378,Walkinstown Roundabout,,53.318148,-6.332698,,,,
8220DB002379,2379,Cork Street,,53.337833,-6.284642,,,,
8220DB002380,2380,Weaver Park,,53.33851,-6.28031,,,,
8220DB002382,2382,Newmarket,,53.338858,-6.278383,,,,
8220DB002383,2383,Saint Patrick's Cathedral,,53.339458,-6.272653,,,,
8220DB002385,2385,Patrick Street,,53.3423151191354,-6.27195136781826,,,,
8220DB002386,2386,New Street South,,53.3379073675241,-6.27232481699146,,,,
8220DB002387,2387,Long Lane,,53.3365844247191,-6.27282879101049,,,,
8220DB002388,2388,Clanbrassil Lower,,53.334459,-6.274386,,,,
8220DB002389,2389,Harold's Cross Park,,53.324929,-6.279199,,,,
8220DB002390,2390,Mount Argus Mill,,53.321529,-6.28399,,,,
8220DB002391,2391,Mount Argus Park,,53.320197,-6.28643,,,,
8220DB002392,2392,Kimmage,,53.318749,-6.291351,,,,
8220DB002393,2393,Aideen Avenue,,53.315204,-6.295455,,,,
8220DB002394,2394,Kimmage Cross Roads,,53.313259,-6.297754,,,,
8220DB002395,2395,Fortfield Road North,,53.311502,-6.300585,,,,
8220DB002396,2396,Wainsfort Park,,53.308819,-6.302178,,,,
8220DB002397,2397,College Drive,,53.3065891639891,-6.30085550798026,,,,
8220DB002398,2398,Fortfield Road South,,53.30526,-6.29974,,,,
8220DB002409,2409,Fortfield Road South,,53.305391,-6.300048,,,,
8220DB002410,2410,College Drive,,53.3068543722854,-6.30117510851375,,,,
8220DB002411,2411,Wainsfort Park,,53.3091732491352,-6.30243364694296,,,,
8220DB002412,2412,Fortfield Road North,,53.310935,-6.301824,,,,
8220DB002413,2413,Whitehall Road East,,53.312866,-6.305484,,,,
8220DB002414,2414,Westbrook,,53.314074,-6.310854,,,,
8220DB002415,2415,Royston Village,,53.3150567500034,-6.31357689259081,,,,
8220DB002416,2416,Ashleaf,,53.316339,-6.317819,,,,
8220DB002417,2417,Cherry Grove,,53.31669,-6.32296,,,,
8220DB002418,2418,Bigger Road,,53.316969952115,-6.32688995930814,,,,
8220DB002419,2419,Walkinstown Roundabout,,53.31708,-6.330248,,,,
8220DB002431,2431,Walkinstown Roundabout,,53.317203,-6.330708,,,,
8220DB002432,2432,Bigger Road,,53.317014,-6.325507,,,,
8220DB002433,2433,Cherry Grove,,53.31663,-6.32067,,,,
8220DB002434,2434,Ashleaf,,53.316027,-6.31606,,,,
8220DB002435,2435,Westbrook,,53.314314,-6.311295,,,,
8220DB002436,2436,Lorcan O'Toole Park,,53.313706,-6.308948,,,,
8220DB002437,2437,Kimmage Road West,,53.312689,-6.302519,,,,
8220DB002438,2438,Kimmage Cross Roads,,53.312489,-6.299255,,,,
8220DB002439,2439,Ravensdale Park,,53.313546,-6.297698,,,,
8220DB002440,2440,Aideen Avenue,,53.3164008747397,-6.29432691528977,,,,
8220DB002441,2441,Kimmage,,53.319061,-6.291174,,,,
8220DB002442,2442,Mount Argus Park,,53.320452,-6.286029,,,,
8220DB002443,2443,Mount Argus Mill,,53.321892,-6.283645,,,,
8220DB002444,2444,Harold's Cross Park,,53.324298,-6.279675,,,,
8220DB002448,2448,Cashel Road,,53.3193092472153,-6.30414780696661,,,,
8220DB002449,2449,Armagh Road,,53.3209851812037,-6.30507207177197,,,,
8220DB002450,2450,Armagh Road West,,53.320231,-6.307669,,,,
8220DB002451,2451,Saint Agnes' Park,,53.319166,-6.314316,,,,
8220DB002452,2452,Saint Peter's Road North,,53.31614,-6.33199,,,,
8220DB002453,2453,Saint James's Road,,53.314828,-6.330531,,,,
8220DB002462,2462,Saint James's Road,,53.31388,-6.33009,,,,
8220DB002463,2463,Saint Peter's Road North,,53.31531,-6.33132,,,,
8220DB002464,2464,Saint Agnes' Park,,53.319481,-6.313102,,,,
8220DB002465,2465,Armagh Road West,,53.319989,-6.308939,,,,
8220DB002466,2466,Armagh Road East,,53.320654,-6.306451,,,,
8220DB002467,2467,Cashel Road,,53.3192341833888,-6.30392562805676,,,,
8220DB002471,2471,Larkfield Park,,53.318682,-6.289148,,,,
8220DB002472,2472,Larkfield Grove,,53.317678,-6.2856,,,,
8220DB002473,2473,Clareville Road,,53.3178887291035,-6.28338538434532,,,,
8220DB002474,2474,Westfield Road,,53.318756,-6.28182,,,,
8220DB002475,2475,Kenilworth Park,,53.318865886939,-6.28008893179158,,,,
8220DB002476,2476,Kenilworth Square,,53.319044,-6.27747,,,,
8220DB002477,2477,Kenilworth Road,,53.3198779433108,-6.27423910941846,,,,
8220DB002478,2478,Grosvenor Road,,53.32054,-6.26975,,,,
8220DB002479,2479,Grosvenor Road,,53.3202340044282,-6.27027690461026,,,,
8220DB002480,2480,Kenilworth Road,,53.3197445022995,-6.2743345579018,,,,
8220DB002481,2481,Harolds Cross Road,,53.3187380715415,-6.27808269931127,,,,
8220DB002482,2482,Westfield Road,,53.318921,-6.281393,,,,
8220DB002483,2483,Clareville Road,,53.317598,-6.284418,,,,
8220DB002484,2484,Larkfield Park,,53.318547,-6.289153,,,,
8220DB002485,2485,Kimmage,,53.319792,-6.29134,,,,
8220DB002486,2486,Blarney Park,,53.3210753974037,-6.29311972472245,,,,
8220DB002487,2487,Éamonn Ceannt Park,,53.321816,-6.295282,,,,
8220DB002488,2488,Stannaway Road,,53.320355,-6.298718,,,,
8220DB002489,2489,Clonfert Road,,53.319415,-6.300856,,,,
8220DB002492,2492,Stannaway Avenue,,53.3163063601077,-6.30788411891406,,,,
8220DB002494,2494,Clonfert Road,,53.319697,-6.300425,,,,
8220DB002495,2495,Stannaway Road,,53.32122,-6.296942,,,,
8220DB002496,2496,Éamonn Ceannt Park,,53.321968,-6.293925,,,,
8220DB002497,2497,Kimmage,,53.32033,-6.291904,,,,
8220DB002498,2498,IFSC,,53.34828,-6.25027,,,,
8220DB002499,2499,Sean O'Casey Bridge,,53.348128,-6.247128,,,,
8220DB002500,2500,Samuel Beckett Bridge,,53.347788,-6.24238,,,,
8220DB002501,2501,North Wall Quay,,53.347376,-6.236359,,,,
8220DB002502,2502,New Wapping Street,,53.34913,-6.2353,,,,
8220DB002507,2507,The Point,,53.3480216909854,-6.22716944770045,,,,
8220DB002508,2508,Merchants Road,,53.352864,-6.225812,,,,
8220DB002634,2634,Leonard's Corner,,53.332891,-6.27538,,,,
8220DB002635,2635,Clanbrassil Lower,,53.334251,-6.27492,,,,
8220DB002636,2636,Long Lane,,53.33658,-6.273174,,,,
8220DB002637,2637,Heuston Station,,53.345846,-6.294308,,,,
8220DB002638,2638,St Johns Road West,,53.3456587537059,-6.2969590983528,,,,
8220DB002640,2640,Kilmainham Gaol,,53.342045,-6.308893,,,,
8220DB002641,2641,Inchicore Road,,53.341966,-6.315414,,,,
8220DB002642,2642,Grattan Crescent,,53.341209,-6.319739,,,,
8220DB002643,2643,Sarsfield Road,,53.34154,-6.320927,,,,
8220DB002644,2644,Sarsfield Medical,,53.3419905931282,-6.32738226562619,,,,
8220DB002645,2645,Lally Road,,53.3416965343707,-6.33077287022906,,,,
8220DB002646,2646,Decies Road,,53.3414944858307,-6.33367925990101,,,,
8220DB002647,2647,Markievicz Park,,53.3406470674021,-6.33800739822258,,,,
8220DB002648,2648,Ramillies Road,,53.3397230210145,-6.34265370103926,,,,
8220DB002649,2649,Thomond Road,,53.3391105767283,-6.34580104128991,,,,
8220DB002650,2650,Landen Road,,53.3377655575806,-6.346679023362,,,,
8220DB002652,2652,Kylemore Avenue,,53.3388459496904,-6.34810890913175,,,,
8220DB002653,2653,Ballyfermot Crescent,,53.3402347651824,-6.34844568463056,,,,
8220DB002654,2654,Ballyfermot Road,,53.341298730205,-6.34868990718238,,,,
8220DB002655,2655,Ballyfermot Parade,,53.3421381592165,-6.35284757646734,,,,
8220DB002656,2656,Ballyfermot,,53.3426234944756,-6.35871610719475,,,,
8220DB002657,2657,Clifden Road,,53.3413170608764,-6.36175486590333,,,,
8220DB002658,2658,Oranmore Road,,53.3391624351795,-6.36128182324467,,,,
8220DB002659,2659,Raheen Park Estate,,53.3370212365361,-6.36047794826205,,,,
8220DB002660,2660,Cherry Orchard Avenue,,53.3357750383143,-6.36070594347998,,,,
8220DB002661,2661,Cherry Orchard Drive,,53.3354860616875,-6.36519177724852,,,,
8220DB002662,2662,Cherry Orchard Way,,53.3367935226561,-6.37009717708455,,,,
8220DB002663,2663,Croftwood Crescent,,53.3369139961318,-6.37036287855574,,,,
8220DB002664,2664,Cherry Orchard Drive,,53.3356011989999,-6.36506724567256,,,,
8220DB002665,2665,Croftwood Park,,53.3358803625996,-6.36052171092519,,,,
8220DB002666,2666,Clifden Drive,,53.3376007023392,-6.36078608663142,,,,
8220DB002667,2667,Clifden Road,,53.3406976282684,-6.36180864778955,,,,
8220DB002668,2668,Ballyfermot Community Centre,,53.3429828349129,-6.3632829723227,,,,
8220DB002670,2670,Spiddal Park,,53.3403899393809,-6.36755718950934,,,,
8220DB002672,2672,Cleggan Park,,53.3433589409048,-6.36777417735812,,,,
8220DB002688,2688,Cleggan Park,,53.3434635062577,-6.36819070772058,,,,
8220DB002689,2689,Blackditch Drive,,53.3431059999639,-6.36374383192324,,,,
8220DB002696,2696,Ballyfermot,,53.3426876161001,-6.35880375521618,,,,
8220DB002697,2697,Ballyfermot Parade,,53.3422774660962,-6.3531726104274,,,,
8220DB002700,2700,Kylemore Road,,53.3412966525983,-6.34853980731358,,,,
8220DB002701,2701,Ballyfermot Crescent,,53.3401698049064,-6.34829801891189,,,,
8220DB002702,2702,Kylemore Avenue,,53.3381032999033,-6.34770212371673,,,,
8220DB002703,2703,Thomond Road,,53.3382847108016,-6.34652378732584,,,,
8220DB002704,2704,Decies Road,,53.3392390804196,-6.34534554835475,,,,
8220DB002706,2706,Garryowen Road,,53.3400332754701,-6.34169556099462,,,,
8220DB002708,2708,Landen Road,,53.3418337142023,-6.33287006533031,,,,
8220DB002709,2709,Longmeadows,,53.342992781435,-6.33348566501732,,,,
8220DB002710,2710,Ballyfermot Road,,53.3421150911719,-6.33951220794532,,,,
8220DB002711,2711,Markievicz Park,,53.3417835325995,-6.34152251272884,,,,
8220DB002712,2712,St Gabriel's School,,53.342459848185,-6.34556625983834,,,,
8220DB002713,2713,St Gabriel's School,,53.3424806534687,-6.34706729796392,,,,
8220DB002714,2714,Markievicz Park,,53.3419051123135,-6.34186321373163,,,,
8220DB002715,2715,O'Hogan Road,,53.342613,-6.338661,,,,
8220DB002716,2716,Sarsfield Road,,53.3428406256586,-6.33224505599933,,,,
8220DB002717,2717,Crescent Gardens,,53.357243,-6.237469,,,,
8220DB002718,2718,St Mary's Avenue,,53.3422822606705,-6.32767121720049,,,,
8220DB002719,2719,Woodfield Place,,53.3416457682976,-6.32011193943824,,,,
8220DB002720,2720,Church Road East,,53.352056,-6.233116,,,,
8220DB002721,2721,South Circular Road,,53.3432718551658,-6.31051108491761,,,,
8220DB002722,2722,South Circular Road,,53.3434371042583,-6.31139066326816,,,,
8220DB002726,2726,Slievebloom Park,,53.323814,-6.33042,,,,
8220DB002727,2727,Drimnagh Castle,,53.323759,-6.332884,,,,
8220DB002728,2728,Walkinstown Park,,53.3213702338915,-6.33947719789329,,,,
8220DB002729,2729,Walkinstown Park Estate,,53.319110612096,-6.33599249403811,,,,
8220DB002730,2730,Walkinstown Community Centre,,53.3179354289289,-6.33422202603397,,,,
8220DB002774,2774,Walkinstown Avenue,,53.3182607318115,-6.33498987366937,,,,
8220DB002775,2775,Ep Mooney Park,,53.3227770258114,-6.34110386134691,,,,
8220DB002777,2777,Walkinstown Park Estate,,53.3191699520228,-6.33638045222645,,,,
8220DB002778,2778,Drimnagh Castle,,53.324024,-6.331943,,,,
8220DB002780,2780,Walkinstown Avenue,,53.325685,-6.342087,,,,
8220DB002782,2782,Bluebell Avenue,,53.3306772641398,-6.34561689907677,,,,
8220DB002783,2783,Kylemore Way,,53.3353593085973,-6.34686219628394,,,,
8220DB002784,2784,Kylemore Way,,53.3352389913353,-6.34661157959849,,,,
8220DB002785,2785,Bluebell Avenue,,53.3300839894121,-6.3449642241989,,,,
8220DB002786,2786,Kylemore Luas,,53.3278418116009,-6.34336953184564,,,,
8220DB002787,2787,Walkinstown Avenue,,53.325101,-6.341449,,,,
8220DB002788,2788,Castlewood Avenue,,53.3228386545855,-6.26334121729297,,,,
8220DB002789,2789,Charleston Avenue,,53.3237164482382,-6.25943246214365,,,,
8220DB002790,2790,Oakley Road,,53.3246375121016,-6.25664770588743,,,,
8220DB002791,2791,Ranelagh Luas,,53.32499,-6.25537,,,,
8220DB002793,2793,Belgrave Square North,,53.3232622422406,-6.26095213828522,,,,
8220DB002794,2794,Castlewood Avenue,,53.3226105305642,-6.2643412501691,,,,
8220DB002795,2795,Leeson Street Upper,,53.32853,-6.246265,,,,
8220DB002796,2796,Pembroke Road,,53.3326990430122,-6.24067308152855,,,,
8220DB002797,2797,Northumberland Road,,53.33226039426,-6.23653195679318,,,,
8220DB002798,2798,Pembroke Road,,53.3319991166579,-6.23588207570372,,,,
8220DB002799,2799,Eastmoreland Place,,53.3326920053369,-6.24202474194685,,,,
8220DB002800,2800,Sandymount Avenue,,53.3271442905285,-6.22248034499811,,,,
8220DB002801,2801,Wilfield Park,,53.329244385395,-6.21865452325091,,,,
8220DB002806,2806,Sandymount Avenue,,53.3303771444456,-6.21626506331828,,,,
8220DB002807,2807,Wilfield Park,,53.3287554951115,-6.21902021406244,,,,
8220DB002808,2808,Sandymount Station,,53.3268114454062,-6.2230646850991,,,,
8220DB002809,2809,Pearse Station,,53.342885,-6.249971,,,,
8220DB002810,2810,Merrion Square West,,53.340795,-6.250897,,,,
8220DB002811,2811,Merrion Street,,53.33936,-6.252308,,,,
8220DB002812,2812,Charlemont Street,,53.3319275450976,-6.26223625672886,,,,
8220DB002813,2813,Ranelagh Road,,53.3287117683217,-6.25867358187425,,,,
8220DB002814,2814,Ranelagh Luas,,53.3260337723407,-6.25562995153884,,,,
8220DB002815,2815,Milltown Road,,53.3158510031475,-6.24526859253129,,,,
8220DB002816,2816,Glenmalure Square,,53.3142657507084,-6.246264167913,,,,
8220DB002817,2817,Alexandra College,,53.3111523689227,-6.24786255466484,,,,
8220DB002898,2898,Alexandra College,,53.3111657582666,-6.24816215938322,,,,
8220DB002899,2899,Garrynure,,53.316370016606,-6.24511221392706,,,,
8220DB002900,2900,Ranelagh Luas,,53.3259364974971,-6.25573900996001,,,,
8220DB002901,2901,Ranelagh Road,,53.3273430970073,-6.25850412753347,,,,
8220DB002902,2902,Northbrook Road,,53.3288874789029,-6.25901174357165,,,,
8220DB002903,2903,Charlemont Street,,53.331337,-6.26162,,,,
8220DB002905,2905,Merrion Square West,,53.340029,-6.25198,,,,
8220DB002906,2906,Blackditch Road,,53.33891414229,-6.37335010518135,,,,
8220DB002907,2907,Orchard Lawns,,53.3402552680854,-6.37217273806719,,,,
8220DB002909,2909,St Ultans School,,53.3374092423338,-6.37372272985241,,,,
8220DB002910,2910,Spiddal Road,,53.3410659893927,-6.37164626600924,,,,
8220DB002911,2911,Cherry Orchard Park,,53.338744073256,-6.37340162942585,,,,
8220DB002912,2912,Parliament Street,,53.3446304774615,-6.26736693757294,,,,
8220DB002914,2914,Orwell Road,,53.3109551920914,-6.27378867434002,,,,
8220DB002915,2915,Zion Road,,53.3094079625293,-6.2737010342631,,,,
8220DB002916,2916,Bushy Park Road,,53.3076372915998,-6.27494297474146,,,,
8220DB002917,2917,Meadowbank,,53.3074870178488,-6.27760514891512,,,,
8220DB002918,2918,Riversdale Avenue,,53.3073714175638,-6.28080613465581,,,,
8220DB002957,2957,McKee Avenue North,,53.396234,-6.302594,,,,
8220DB002958,2958,McKee Avenue,,53.394406,-6.301088,,,,
8220DB002985,2985,Bushy Park Road,,53.3072971097836,-6.28313508480279,,,,
8220DB002986,2986,Meadowbank,,53.3075980456732,-6.27658024828148,,,,
8220DB002988,2988,Zion Road,,53.30838,-6.27357,,,,
8220DB002989,2989,Rostrevor Terrace,,53.3080411944853,-6.27055979697926,,,,
8220DB002990,2990,Orwell Gardens,,53.3062138216942,-6.26727234478229,,,,
8220DB002999,2999,Orwell Gardens,,53.306035,-6.267325,,,,
8220DB003000,3000,Rostrevor Terrace,,53.3078619716992,-6.27059705445566,,,,
8220DB003001,3001,Orwell Mews,,53.3102889379624,-6.27371050695188,,,,
8220DB003002,3002,Orwell Road,,53.311221,-6.274168,,,,
8220DB003353,3353,Downpatrick Road,,53.3277417972696,-6.29795813528629,,,,
8220DB003354,3354,Clogher Road,,53.3263994666742,-6.29711079821821,,,,
8220DB003355,3355,Slane Road,,53.325482,-6.297718,,,,
8220DB003356,3356,Bangor Road,,53.3248516316101,-6.30076039350035,,,,
8220DB003357,3357,Clonmacnoise Grove,,53.3219738452669,-6.30191053021918,,,,
8220DB003358,3358,Lismore Road,,53.3211321838348,-6.3034000213417,,,,
8220DB003360,3360,Clonmacnoise Road,,53.3217787260326,-6.30398983182235,,,,
8220DB003361,3361,Clogher Road,,53.326239700644,-6.29725227691873,,,,
8220DB003362,3362,Downpatrick Road,,53.3274370179962,-6.29801530830928,,,,
8220DB003562,3562,Glenmalure Square,,53.3145538607534,-6.24629738184745,,,,
8220DB003952,3952,Rutland Avenue,,53.3316839465194,-6.29455799199739,,,,
8220DB004319,4319,Heuston Train Stn,,53.346766,-6.292033,,,,
8220DB004320,4320,Heuston Station,,53.3466406639906,-6.29208351412565,,,,
8220DB004322,4322,Ashington Park,,53.3734731712326,-6.31125466846995,,,,
8220DB004363,4363,Berryfield Road,,53.381712,-6.303443,,,,
8220DB004364,4364,Cappagh Hospital,,53.3929113883189,-6.32252918543635,,,,
8220DB004365,4365,Poppintree Park,,53.4021446934654,-6.28351431414381,,,,
8220DB004366,4366,Clune Road,,53.3912153801995,-6.29480995042036,,,,
8220DB004367,4367,Jamestown Road,,53.3987327890033,-6.28939631666676,,,,
8220DB004368,4368,Poppintree Park,,53.3988240611935,-6.28886631109229,,,,
8220DB004369,4369,Oakwood Road,,53.397265,-6.292357,,,,
8220DB004371,4371,Fassaugh Avenue,,53.365929,-6.29268,,,,
8220DB004372,4372,Ballygall Road East,,53.382049,-6.2761,,,,
8220DB004375,4375,Jamestown Road,,53.3916731625598,-6.29665609729648,,,,
8220DB004376,4376,Clancy Avenue,,53.3924080528212,-6.29273239173514,,,,
8220DB004377,4377,Sycamore Road,,53.3944892873129,-6.28994244366248,,,,
8220DB004378,4378,Cremore Crescent,,53.378836,-6.2765,,,,
